Language,Tagalog,Wolof,Baure,Isthmus Zapotec,Somali,Kikuyu; Gikuyu,Croatian,Bakhtiari,Choctaw,Marathi,Nepal Bhasa; Newari,Amharic,Tamil,Bavarian,Võro,Abkhazian,Alviri-Vidari,Cebuano,Nganasan,Telugu,Aragonese,Central Kurdish,Swiss German; Alemannic; Alsatian,Luo (Kenya and Tanzania),Finnish,Bodo (India),Uighur; Uyghur,Papiamento,Rohingya,Gaelic; Scottish Gaelic,Malayalam,Thai,Walloon,Gujarati,Kis,Nanai,Chamicuro,Scots,French,Uab Meto,uranik kathava,Pedi; Sepedi; Northern Sotho,Achinese,Lithuanian,Dogrib,Kashmiri,Urdu,Ama (Papua New Guinea),Banjar,Masai,Catalan; Valencian,Votic,Tonga (Tonga Islands),Hakka Chinese,Nauru,Bashkir,Ingush,Cheyenne,Bulgarian,Erzya,Central Melanau,Prussian,Krio,Waray,Welsh,Ewe,Moroccan Arabic,Kildin Sami,Tuvinian,Tok Pisin,San Blas Kuna,"Low German; Low Saxon; German, Low; Saxon, Low",Ganda,Manx,Tuvalu,Chinese,purank kania,Lule Sami,pauranik varta,Cornish,Wu Chinese,Czech,Ket,Sranan Tongo,Iloko,Shona,Tahitian,Bengali,Western Frisian,Western Apache,Komi-Permyak,Northern Frisian,Potawatomi,Mazanderani,Hebrew,Pitcairn-Norfolk,"Greek, Ancient (to 1453)",Northern Sami,Tachelhit,"Sotho, Southern",Chamorro,Macedonian,Rapanui,Ladin,Koryak,Gheg Albanian,Dolgan,pouraniko kahani,Fijian,Eshtehardi,Minangkabau,Swedish,Archi,Gallurese Sardinian,Kabyle,Gagauz,Karachay-Balkar,Pali,Georgian,Slovak,Navajo; Navaho,Kalo Finnish Romani,Standard Malay,Venda,Russian,puranik kahania,Latgalian,Sichuan Yi; Nuosu,onjomnosk,pouranik kahini,Nogai,Moksha,Dongxiang,Hungarian,Algonquin,Classical Syriac,Bau Bidayuh,Hopi,Albanian,Kannada,Kara-Kalpak,Nenets,Central Atlas Tamazight,Laz,Esperanto,Pennsylvania German,Central Khmer,Lombard,Romansh,Chechen,pauranik akhyayika,Malay (macrolanguage),Gan Chinese,Mandarin Chinese,pauranikakathasamuhah,Danish,Kölsch,Vlaams,Silesian,Kalmyk; Oirat,Tatar,Lak,Divehi; Dhivehi; Maldivian,Shor,Dzongkha,Ingrian,Aleut,Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic,Unnamed: 168,Cherokee,Russia Buriat,Japanese,Tohono O'odham,khristpurb,Mandinka,Haitian; Haitian Creole,Tai Dam,Sundanese,Lezghian,Romagnol,Mócheno,Khakas,Turkmen,Ainu,Indonesian,Turkish,Fiji Hindi,Borôro,Basque,Sanskrit,Talysh,Coptic,puraniki,Burmese,Gilbertese,Manchu,Central Okinawan,Oriya,Standard Arabic,Khoekhoe,Kalaallisut; Greenlandic,Limburgan; Limburger; Limburgish,Wymysorys,Tigrinya,Western Abnaki,Neapolitan,!Xóõ,Mongolian,Ngarrindjeri,Pacific Gulf Yupik,Lower Sorbian,Abaza,Yakut,Hiligaynon,Persian,Ladino,Innu,Lakota,Dakota,German,Jamaican Creole English,Lao,Min Dong Chinese,Mirandese,Chichewa; Chewa; Nyanja,"Bokmål, Norwegian; Norwegian Bokmål",Hausa,Aguaruna,Ligurian,Irish,Maltese,pauranikakathe,Romanian,Tswana,Kinyarwanda,Mingrelian,Sinhala; Sinhalese,Meru,English,Sassarese Sardinian,Warlpiri,Kashubian,Kazakh,puranik kanyo,Venetian,Javanese,Northern Tiwa,Faroese,Galician,pauranika-kathe,Breton,Icelandic,Lushai,Alabama,Powhatan,Belarusian,Western Mari,pauranika kathe,Crimean Tatar; Crimean Turkish,Corsican,Lingala,Armenian,Evenki,Upper Sorbian,Veps,Guerrero Amuzgo,Dutch,Chuvash,Latin,Asturian; Bable; Leonese; Asturleonese,Seri,Hawaiian,Pangasinan,Polish,Inari Sami,Tetum,Adyghe; Adygei,Zulu,Chinook jargon,Buginese,Italian,Panjabi; Punjabi,Assamese,Pampanga; Kapampangan,Egyptian Arabic,Arpitan,Udmurt,Santali,Kirghiz; Kyrgyz,Kamba,Ukrainian,Slovenian,Kabardian,Kumyk,kristapurva,Nepali,Sindhi,Piemontese,Guadeloupean Creole French,Madurese,Extremaduran,Dungan,Pitjantjatjara,Manipuri,Central Yupik,Yue Chinese,Skolt Sami,Modern Greek (1453-),Avestan,Bambara,Bishnupriya,Friulian,pauraniki,Aromanian; Arumanian; Macedo-Romanian,Samogitian,Portuguese,Tibetan,Afrikaans,Miyako,Xhosa,Vietnamese,Northern Kurdish,Avaric,Sicilian,pouraniko kotha,Occitan (post 1500); Provençal,Tajik,Liv,Ossetian; Ossetic,Rusyn,pauranika,Balinese,Korean,Central Bikol,Samoan,"Norwegian Nynorsk; Nynorsk, Norwegian",Konkani,Saterfriesisch,Logudorese Sardinian,Eastern Mari,Yucateco,Luxembourgish; Letzeburgesch,Spanish; Castilian,Bislama,Karelian,Igbo,Mi'kmaq; Micmac,Southern Altai,Swati,Maori,Hindi,Western Panjabi,Pipil,Campidanese Sardinian,Udi,Yoruba
Nepal Bhasa; Newari,12,2,0,0,5,0,17,0,0,22,0,2,12,5,4,2,0,5,0,17,10,4,4,0,14,16,0,7,1,9,14,13,5,20,0,0,0,7,21,0,0,1,0,12,0,10,13,0,0,0,16,0,1,0,0,5,0,0,12,1,0,1,0,4,11,2,0,1,4,2,0,9,2,6,1,2,0,0,0,7,0,12,0,0,4,1,1,21,12,0,3,5,0,1,5,0,2,3,0,4,4,12,0,1,0,0,0,0,1,0,0,13,0,0,5,4,1,2,8,17,2,1,12,0,16,0,0,1,0,0,3,3,0,14,0,0,0,0,10,21,1,1,0,0,15,4,6,8,9,4,0,12,0,5,0,13,9,3,0,1,6,1,4,0,0,0,0,2,0,0,2,11,0,0,0,6,0,4,4,0,0,4,7,0,16,11,2,0,10,11,0,1,0,4,1,0,0,20,6,0,1,8,1,1,0,3,0,5,0,0,7,1,4,2,6,0,0,1,0,20,2,3,0,1,0,14,4,0,7,12,10,0,21,2,4,0,3,0,25,0,0,4,6,0,8,7,0,8,12,0,14,14,0,0,0,12,2,0,5,8,6,9,4,6,2,0,15,2,12,14,0,7,1,16,1,1,1,11,0,0,17,22,15,3,3,2,4,0,6,0,14,18,1,4,0,27,0,3,0,0,1,0,0,9,0,1,0,8,0,4,3,8,0,3,5,34,1,13,0,3,6,10,4,7,0,13,7,1,8,3,0,0,10,2,3,11,18,6,0,6,1,9,19,1,0,2,0,3,0,1,25,2,0,0,0,8
Amharic,28,13,0,0,23,1,26,0,0,32,2,4,23,4,4,2,0,15,0,25,20,5,9,1,18,40,7,22,3,18,35,8,28,60,0,0,0,18,47,0,0,12,0,13,0,25,52,0,3,0,46,1,12,0,1,12,0,0,29,2,1,4,0,7,21,14,1,8,8,15,0,20,12,9,8,3,0,0,0,14,0,19,0,0,16,3,9,46,32,0,8,12,0,4,19,2,9,6,0,6,13,35,0,11,0,0,0,0,9,0,0,26,0,1,18,9,10,1,32,32,1,1,30,0,41,0,1,0,0,0,1,12,0,31,0,0,0,0,14,35,8,8,0,0,37,9,5,13,34,16,0,28,1,5,0,27,10,10,3,0,27,8,8,0,1,0,0,13,1,2,9,17,0,0,0,19,0,10,9,0,0,8,17,1,37,25,2,0,24,13,0,9,0,15,5,0,0,34,39,1,11,25,0,43,0,21,1,12,0,0,20,7,1,7,3,1,0,1,0,42,13,6,0,1,2,26,21,0,17,20,34,0,40,8,7,1,15,2,42,1,0,3,15,0,14,16,0,36,29,0,19,27,0,2,0,20,8,0,13,16,20,28,8,21,0,0,42,0,28,29,0,14,0,23,2,12,8,23,0,0,38,51,31,8,4,10,9,1,23,0,26,32,8,9,0,45,7,12,0,0,9,0,0,21,0,0,1,38,0,10,2,22,0,17,2,50,3,35,0,21,6,13,9,20,0,33,20,14,17,7,0,0,13,6,10,19,37,10,5,13,0,23,42,9,1,7,0,9,1,21,50,9,0,5,4,8
Tamil,97,16,0,0,26,3,235,0,0,219,12,23,800,16,31,11,0,59,0,1214,73,26,16,7,268,474,18,51,14,85,2029,185,38,1554,0,0,1,45,358,0,0,28,2,137,0,423,575,0,0,0,267,2,14,2,1,30,0,0,178,25,3,4,1,18,106,16,0,9,17,39,0,46,15,74,11,15,0,0,0,68,0,177,0,0,25,7,10,907,90,0,17,24,0,6,47,2,28,22,0,50,23,160,0,10,0,0,0,0,18,0,0,182,0,2,18,19,9,2,111,200,10,1,225,0,278,0,4,0,0,0,11,31,0,181,0,1,1,0,113,1945,8,8,0,0,208,7,55,56,76,23,0,288,2,39,0,180,24,14,2,13,42,11,14,0,4,1,0,20,3,3,14,261,0,0,0,54,0,21,21,1,2,18,60,2,304,175,7,0,207,957,0,12,0,27,7,0,2,871,93,0,16,48,2,11,3,31,0,119,0,0,46,7,25,15,82,5,0,1,0,274,17,28,0,9,1,182,25,0,33,137,113,0,278,59,14,2,38,9,458,2,0,36,84,0,41,47,0,109,180,0,93,175,0,2,0,152,13,0,34,55,49,141,18,42,12,0,294,40,134,129,0,48,3,260,1,13,8,48,2,1,288,1050,765,14,10,9,22,4,76,4,182,243,8,21,0,813,9,18,2,0,11,2,0,233,1,4,5,130,0,26,4,84,0,62,39,401,3,138,2,32,96,78,18,83,0,114,85,20,63,17,0,0,127,4,44,118,834,30,4,49,2,87,265,11,6,10,0,18,1,61,372,12,0,5,4,43
Bavarian,33,12,0,1,13,4,68,0,4,30,5,4,16,28,10,9,0,31,0,20,52,4,36,4,47,23,5,26,4,26,21,17,25,36,0,1,0,33,99,0,0,6,0,40,1,12,22,0,0,1,76,3,7,0,2,19,0,0,47,12,0,11,1,9,42,3,2,3,15,26,0,47,2,20,4,1,0,0,0,39,0,67,0,6,27,1,2,32,70,0,8,19,0,0,12,4,11,22,0,6,17,48,0,19,0,0,0,0,2,0,1,109,2,1,5,7,8,0,25,62,1,0,43,0,67,0,6,0,0,0,4,13,0,51,0,2,0,0,51,19,9,7,2,4,85,17,8,23,49,16,0,38,2,2,0,117,31,19,9,8,21,4,7,2,0,1,0,23,1,0,13,36,0,0,0,32,0,15,12,1,0,11,21,0,59,43,5,0,44,24,0,3,0,4,2,0,0,23,23,0,5,49,8,2,0,48,1,14,0,0,27,3,15,15,10,3,0,1,1,200,16,1,0,6,1,113,20,0,35,37,31,0,72,5,5,2,5,3,96,1,0,23,19,0,40,21,9,47,70,0,61,61,0,1,0,36,5,0,14,26,15,24,11,25,7,1,127,10,58,54,0,6,4,59,0,13,5,9,0,2,76,31,22,14,2,15,13,0,17,4,53,65,8,8,0,28,3,31,1,0,11,0,0,11,0,1,2,36,0,8,1,40,0,27,16,91,0,97,0,11,16,31,13,64,0,61,24,9,18,17,0,0,14,5,11,58,27,24,4,14,0,81,86,10,2,7,0,9,2,13,37,3,0,5,5,27
Võro,55,2,0,1,6,0,141,0,0,37,4,4,31,10,4,15,0,104,0,13,110,7,13,2,140,7,5,17,3,94,16,63,21,95,1,2,0,41,130,0,0,6,1,122,0,26,45,0,6,1,114,10,2,0,1,25,0,0,181,16,3,4,0,37,96,2,0,0,11,9,0,26,6,90,3,6,0,0,0,94,0,114,3,2,8,1,2,69,108,0,12,11,0,0,9,2,4,13,0,87,7,107,3,4,0,0,0,0,3,0,2,127,1,0,3,9,7,0,69,149,7,0,114,0,120,0,7,0,0,0,11,20,0,118,0,1,0,1,125,11,3,0,0,0,126,0,13,87,28,12,0,96,0,10,0,134,14,6,8,24,21,1,1,0,0,1,0,4,3,0,13,110,0,0,0,36,0,16,13,0,0,10,23,2,115,115,5,0,111,8,0,0,0,1,1,2,2,57,37,4,1,48,2,2,0,13,1,102,0,0,21,0,42,2,20,1,0,2,1,131,0,4,0,11,1,122,3,0,31,110,134,0,125,8,4,0,5,2,141,0,0,83,96,0,23,45,0,97,122,0,99,151,0,0,0,182,8,0,22,91,56,91,9,23,31,0,143,90,122,113,1,16,5,120,1,8,0,11,1,1,124,54,9,5,1,3,14,0,94,1,203,140,2,13,0,16,0,15,2,0,3,0,0,6,0,1,1,36,0,3,0,98,0,90,95,229,2,121,2,5,104,118,13,67,0,113,95,16,92,20,0,1,84,2,87,95,72,35,0,25,1,105,157,2,13,2,0,11,1,80,27,4,0,3,2,39
Abkhazian,40,2,0,0,3,0,46,0,0,18,2,2,11,9,15,4,0,19,0,10,27,6,10,1,29,13,5,14,2,21,14,22,17,23,0,0,1,21,42,0,0,6,0,25,0,14,24,0,0,1,36,0,1,0,0,33,2,0,38,24,1,1,0,7,20,1,1,1,26,5,0,24,2,16,1,1,0,0,0,19,0,26,1,0,10,0,1,17,25,0,22,16,0,0,9,2,9,7,0,14,7,35,0,8,0,0,0,0,2,0,0,33,0,2,2,19,6,0,31,30,3,0,34,0,46,0,7,0,0,0,19,24,0,26,0,1,0,0,48,15,7,2,1,1,35,1,11,20,41,32,0,36,0,3,0,35,2,3,6,22,33,2,5,1,0,0,0,7,1,0,24,25,0,0,0,23,0,8,25,0,0,22,35,1,41,30,1,0,28,12,0,4,0,2,1,0,0,16,21,0,3,27,0,2,0,12,0,23,0,0,29,11,31,6,9,5,0,0,0,36,3,4,0,4,1,31,9,0,11,22,39,0,35,7,2,0,4,1,41,0,0,22,36,0,22,22,1,22,34,0,23,33,0,1,0,43,3,0,23,22,13,29,20,22,20,0,41,26,36,26,0,10,1,35,0,6,4,12,1,1,37,17,10,5,9,3,23,0,37,0,45,38,6,22,0,19,1,7,1,0,5,1,0,6,0,0,1,29,0,0,0,30,0,21,24,56,1,30,1,8,19,27,27,36,0,27,30,3,37,24,0,0,19,1,14,28,17,20,0,25,0,29,36,2,1,0,0,21,0,8,18,1,0,1,3,17
Alviri-Vidari,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,10,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,1,0,0
Cebuano,194,17,0,0,34,3,217,0,3,82,5,15,59,31,104,19,0,50,0,48,180,20,33,3,187,41,8,68,4,124,53,84,62,158,0,0,2,78,283,0,0,16,7,173,0,64,89,0,5,2,249,4,19,1,3,49,0,0,262,31,8,6,0,74,159,12,2,11,27,38,0,58,17,127,18,3,0,0,0,139,0,185,6,3,66,6,14,118,161,0,24,33,0,2,27,7,22,35,0,91,49,171,6,33,0,0,0,0,15,0,4,211,1,0,25,21,18,1,113,229,2,1,220,0,205,0,9,0,0,0,12,39,0,188,0,1,0,1,196,45,16,11,1,2,253,9,19,124,76,30,0,198,2,4,0,236,33,24,16,33,55,11,10,1,0,0,0,23,3,1,28,176,0,0,0,82,1,37,31,1,0,22,60,0,236,174,10,0,196,30,0,7,0,13,6,2,0,106,64,6,14,86,2,12,1,50,0,122,0,0,52,7,53,80,42,9,0,2,0,254,23,4,0,17,4,220,30,0,83,162,205,0,231,23,7,2,6,5,288,0,0,98,131,0,74,89,7,146,243,0,166,203,0,2,0,234,22,0,48,142,79,124,22,58,24,1,266,110,201,195,3,48,12,208,0,26,11,33,2,5,272,122,56,40,4,28,27,0,132,3,265,232,14,24,0,60,7,40,3,1,21,0,0,33,1,1,2,101,0,15,2,152,0,122,103,392,1,191,0,27,134,148,29,148,0,204,129,17,115,33,0,2,106,21,109,151,121,58,11,63,1,159,292,16,5,14,0,21,3,107,70,15,0,10,7,67
Nganasan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Telugu,101,18,0,0,33,4,232,0,0,470,17,25,1214,20,13,10,0,48,0,1958,54,19,22,3,300,914,14,83,26,76,2783,267,37,5374,0,0,4,44,425,0,0,38,2,118,0,664,892,0,4,0,328,3,17,7,2,42,1,0,172,27,5,10,0,15,110,16,2,11,23,45,0,46,15,56,14,14,0,0,0,53,0,191,0,2,34,5,13,2904,83,0,15,22,0,3,59,5,24,19,0,31,26,154,0,14,0,0,0,0,18,0,0,196,0,3,21,21,17,6,99,190,11,1,249,2,284,0,4,0,0,0,12,31,0,172,0,2,2,0,104,6636,13,10,1,1,221,11,68,43,90,34,0,324,2,35,0,199,32,18,5,9,50,13,20,1,4,1,1,26,6,4,17,339,0,0,0,55,0,25,22,0,1,21,71,3,331,166,7,0,221,4132,0,8,0,42,7,0,2,3113,96,1,15,48,3,13,2,33,0,102,0,0,46,8,20,19,90,6,0,1,0,297,19,31,0,9,2,198,36,0,46,125,100,0,317,75,12,3,77,5,578,3,0,16,70,0,49,50,4,106,203,0,86,161,2,3,0,115,11,0,39,41,32,122,19,48,13,0,351,21,146,131,1,45,3,252,2,19,11,63,0,1,333,3110,2871,17,9,14,22,7,70,3,157,227,10,29,0,3441,11,25,0,0,15,1,0,370,1,11,4,118,11,24,5,83,0,38,19,432,3,145,0,58,63,64,21,85,0,131,80,16,41,13,0,0,118,10,24,129,2526,22,6,49,1,87,322,13,7,9,0,20,2,43,1006,16,0,7,6,42
Aragonese,219,22,1,1,40,3,469,3,7,104,10,20,73,52,110,27,2,180,0,54,76,30,56,6,337,48,15,139,5,159,76,108,113,186,1,2,4,128,784,0,0,16,2,307,0,77,121,0,3,1,826,6,18,0,3,72,2,0,390,39,4,13,1,66,242,19,4,10,39,44,0,89,15,142,13,10,0,0,0,188,0,441,3,10,66,6,10,136,245,0,29,50,0,4,49,9,42,50,0,114,45,281,3,55,0,0,0,0,18,2,2,451,3,1,20,29,23,0,162,469,9,1,311,0,365,0,17,0,0,0,20,49,0,361,0,2,0,2,306,64,17,12,3,4,610,8,34,158,189,46,0,274,2,22,0,421,53,39,17,36,73,12,16,3,0,1,0,39,2,3,32,232,2,0,0,166,0,53,37,3,2,37,101,0,376,336,16,0,429,36,5,13,0,19,8,2,1,124,96,4,16,141,5,13,0,126,2,158,0,0,89,8,77,37,58,20,0,5,1,574,26,7,1,50,5,422,30,0,118,228,307,0,629,34,14,4,9,7,659,2,0,113,185,0,152,113,12,193,673,0,283,271,0,3,0,330,20,0,65,207,99,171,30,89,32,1,573,127,465,708,4,47,6,452,2,24,12,53,2,2,787,124,58,34,7,36,41,1,150,4,400,460,16,40,0,84,11,106,4,0,32,1,0,37,0,2,3,196,0,22,4,267,0,172,138,1021,3,354,4,32,150,203,39,320,0,580,166,29,146,43,0,1,114,9,106,234,140,75,9,93,3,225,899,21,8,15,0,32,7,126,128,13,0,24,10,98
Central Kurdish,49,2,0,0,13,0,77,0,0,49,4,5,26,4,7,6,0,20,0,19,30,28,11,0,62,43,10,22,3,35,31,29,20,76,0,0,0,20,86,0,0,10,0,69,0,48,103,0,0,0,78,0,0,1,0,20,0,0,83,17,1,0,0,5,52,6,1,1,8,1,0,15,0,34,0,0,0,0,0,26,0,70,1,0,7,0,0,59,41,0,5,8,0,9,16,1,1,9,0,25,3,55,0,5,0,0,0,0,0,0,0,63,0,0,3,10,0,0,31,87,2,0,60,0,75,0,1,0,0,0,8,21,0,66,0,0,0,0,66,39,1,0,0,0,79,0,11,17,22,18,0,58,0,2,0,78,13,2,2,8,16,1,5,0,0,0,0,2,0,1,6,62,0,0,0,21,0,6,12,0,0,6,44,0,70,91,1,0,73,13,3,1,0,4,1,0,0,45,84,0,3,15,0,3,1,6,0,63,0,0,17,0,16,3,129,4,0,2,0,76,0,3,0,3,0,66,8,0,7,53,50,0,69,21,13,2,2,0,82,0,0,12,47,0,14,16,0,34,74,0,57,59,0,0,0,60,2,0,17,16,23,42,6,21,5,0,76,20,46,52,0,12,0,84,1,1,0,26,0,0,81,75,34,2,4,1,7,0,38,0,78,93,1,15,0,46,11,8,0,0,0,0,0,18,0,1,3,42,0,4,2,32,0,12,15,122,0,58,0,16,23,68,9,34,0,47,41,1,25,10,0,0,38,1,7,46,46,11,0,26,0,30,95,0,0,0,0,6,1,3,89,3,0,0,3,36
Swiss German; Alemannic; Alsatian,49,12,0,1,29,4,113,0,3,35,4,9,16,36,13,10,0,33,0,22,56,11,28,2,105,35,7,34,3,56,24,18,35,50,1,2,0,37,152,0,0,2,0,84,1,31,28,0,0,2,133,3,10,0,0,22,1,0,89,16,0,7,0,14,60,24,2,6,20,21,0,58,11,20,8,3,0,0,0,40,0,110,0,7,23,4,6,40,107,0,12,24,0,8,27,3,17,23,0,18,27,76,3,22,0,1,0,0,9,0,1,148,4,0,14,9,13,1,35,119,2,0,81,0,93,0,4,0,0,0,5,21,0,102,0,2,0,1,48,33,13,11,2,3,122,8,6,25,90,31,0,56,2,8,0,149,74,20,14,7,36,8,7,3,0,0,0,34,0,2,19,56,0,0,0,43,0,18,15,1,1,16,30,0,107,88,4,0,88,18,0,6,0,12,3,1,1,39,27,1,12,58,1,7,0,40,1,29,0,0,61,5,17,13,12,4,0,3,1,233,17,2,1,9,1,149,34,0,40,65,67,0,116,10,8,3,2,5,157,0,0,28,32,0,34,27,6,72,101,0,88,109,0,1,0,55,6,0,20,36,28,38,14,56,8,1,167,19,92,109,1,20,1,114,3,13,14,33,0,2,132,38,27,17,3,16,17,0,41,4,71,114,12,10,0,35,8,29,1,0,15,0,0,22,0,2,1,52,0,9,2,61,0,25,24,155,0,108,1,27,17,52,19,73,0,67,30,9,31,22,0,0,29,6,14,118,39,31,5,22,0,150,149,14,2,13,0,15,2,21,39,7,0,7,2,36
Luo (Kenya and Tanzania),11,3,0,0,5,14,16,0,0,4,0,1,7,4,2,1,0,3,0,3,6,0,2,0,5,1,2,2,1,8,5,3,2,6,1,0,1,7,15,0,0,0,1,12,0,2,7,0,0,0,15,0,1,0,2,0,0,0,10,0,0,2,0,1,18,2,0,0,0,6,0,0,5,1,0,0,0,0,0,6,0,18,0,0,3,3,0,7,10,0,0,0,0,0,4,1,3,7,0,3,0,10,0,1,0,0,0,0,2,0,0,19,0,0,1,0,0,0,0,13,5,0,16,0,17,0,0,0,0,0,0,0,0,14,0,1,0,0,14,3,0,0,0,0,11,0,2,1,9,4,0,6,0,2,0,16,4,0,1,0,5,0,2,0,1,0,0,2,2,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,13,12,1,0,13,3,0,2,0,0,0,0,0,4,5,1,1,7,1,0,0,5,0,4,0,0,10,0,1,0,0,0,0,0,0,16,0,1,0,1,0,22,2,0,2,9,16,0,14,4,1,0,3,16,9,0,0,2,2,0,2,2,0,14,12,0,13,18,0,0,0,8,0,0,2,3,5,4,0,9,1,1,22,1,10,13,0,5,0,14,0,2,0,6,1,0,16,13,5,1,0,2,2,0,5,18,8,11,0,0,0,5,0,7,0,0,1,1,0,1,0,0,0,5,0,4,0,6,0,3,0,18,0,18,1,1,12,6,0,12,0,11,4,6,5,0,0,0,5,1,1,14,3,0,0,1,0,6,16,0,2,2,0,0,1,8,8,0,0,0,0,4
Finnish,415,8,0,1,52,5,4512,0,2,264,14,18,268,47,140,29,0,187,1,300,337,62,105,5,3320,425,24,186,12,336,434,1536,135,1121,1,2,9,137,15580,1,0,155,5,1861,0,574,735,0,10,0,10633,55,12,9,2,110,1,0,1461,98,9,11,2,76,565,26,3,8,34,62,0,127,15,367,3,107,0,1,0,220,0,4869,3,10,38,13,3,853,447,0,23,30,0,9,288,4,105,176,1,146,52,1031,11,26,0,2,1,0,11,0,2,3919,2,6,18,21,23,1,505,6159,11,0,1943,4,3323,0,20,0,0,0,29,98,0,5448,0,3,0,2,768,488,14,3,2,3,3506,4,70,155,214,55,0,2533,1,589,0,2634,100,35,16,41,109,10,18,3,0,19,0,20,18,10,25,3335,1,0,0,212,0,75,38,1,4,27,267,1,3490,2059,9,0,3688,199,0,4,0,38,5,4,1,797,674,4,22,164,10,7,3,77,1,591,0,0,148,1,119,33,290,12,0,6,1,9325,12,264,1,22,3,2423,47,0,89,682,521,0,7544,252,41,4,29,3,29303,9,1,139,533,0,130,143,8,455,3792,0,503,1222,6,2,0,988,13,0,111,184,97,584,23,144,60,1,6105,159,1179,1215,3,96,5,8006,19,19,4,124,1,1,9951,906,423,20,18,26,38,0,287,8,1551,9586,5,45,0,408,17,82,5,0,19,1,0,302,2,29,26,2483,0,35,6,263,0,156,154,11027,6,1335,1,136,643,361,33,356,0,739,264,11,193,42,0,1,569,8,101,996,732,72,16,407,2,479,12333,17,49,5,2,25,6,140,536,9,1,20,5,132
